{'action': 'debit', 'paydrc_reference': 'PDM0N8Z05Zd6296lovv22YFs', 'status': 'Successful', 'switch_reference': 'FP03I022vm05O29', 'telco_reference': 'MP220529.1300.C93387', 'telco_status_description': 'Success'}
{'action': 'debit', 'paydrc_reference': 'PD1Ldfq072oe15O6mke22MfA', 'status': 'Failed', 'switch_reference': 'FP03An22Qr07315', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD7yp8q07CHS15AjD2q22JJp', 'status': 'Failed', 'switch_reference': 'FP03eC223R07915', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDRu0fE078dO15hJ2Le22rG3', 'status': 'Failed', 'switch_reference': 'FP03q522Kp07o15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDV9pSg07HRE15madnw22QQI', 'status': 'Failed', 'switch_reference': 'FP03Rt22C707j15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDWBFNh07EU4157tevf22llO', 'status': 'Failed', 'switch_reference': 'FP039S221w07y15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDqPiXU07Lrl15gu20K22AcG', 'status': 'Failed', 'switch_reference': 'FP037c22rD07n15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDNNz1607sti159I6Ky22vg2', 'status': 'Failed', 'switch_reference': 'FP03ns22uL07W15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDl7AHK07EuY15Bjy5M22lKf', 'status': 'Failed', 'switch_reference': 'FP03z022rb07a15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDqJ59707dDz15AZ7ok22Z70', 'status': 'Failed', 'switch_reference': 'FP03AD22rJ07N15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDAP8QE07V4P15PpvSJ22Ckk', 'status': 'Failed', 'switch_reference': 'FP03lI22fO07C15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD5BfFH07ztV15XwTTm22Z79', 'status': 'Failed', 'switch_reference': 'FP03kf22N307815', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDX6Y5p07vq015WDdBx224mz', 'status': 'Failed', 'switch_reference': 'FP03om22TG07n15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD7HTmX07r5d15lM8VJ22ttY', 'status': 'Failed', 'switch_reference': 'FP039W222X07B15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDnhO1r07n6W15ZJ5xT22Vzu', 'status': 'Failed', 'switch_reference': 'FP03UN22gY07K15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDeCjwR0781E15oRiWI229di', 'status': 'Failed', 'switch_reference': 'FP033Q22mt07215', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDaZMFS07aVl15UBxFI22rKB', 'status': 'Failed', 'switch_reference': 'FP03Pn22hI07o15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD1LGCv07CXe15bhbqg22T71', 'status': 'Failed', 'switch_reference': 'FP037b22lS07U15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDIOwXx074yg15XfRCK22531', 'status': 'Failed', 'switch_reference': 'FP03VK22Hv07X15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDYPQk507gQ415fB8Mi22Q0h', 'status': 'Failed', 'switch_reference': 'FP03uF224e07C15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDNV2SF07yQP15CQ7oF221Dv', 'status': 'Failed', 'switch_reference': 'FP03ZH22lB07M15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDskmfR07HH5152XWDl226sR', 'status': 'Failed', 'switch_reference': 'FP03TR22Bn07t15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDvpX2T07jTR158svuG22jbc', 'status': 'Failed', 'switch_reference': 'FP03fN22oY07r15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD8YiCH07RPd15BKrFj228zp', 'status': 'Failed', 'switch_reference': 'FP03WD22du07p15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDvALUq075sz15tuqUG22Qz8', 'status': 'Failed', 'switch_reference': 'FP03mi22Ti07715', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDsmJdj07nY615cutdF22G2z', 'status': 'Failed', 'switch_reference': 'FP03cd22FD07k15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDGNwiK07deT15H8lmH22qN8', 'status': 'Failed', 'switch_reference': 'FP03Gz22eC07v15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDXUijH074Hk15AkY2322Ah9', 'status': 'Failed', 'switch_reference': 'FP032p22iS07315', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDvbR4H07zoJ15rwwCL2223f', 'status': 'Failed', 'switch_reference': 'FP03Sp22k807J15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDxkVUu072Td15OsClV22Vha', 'status': 'Failed', 'switch_reference': 'FP03II22Y807q15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD1iIbf07lTD15A1fOS22MpR', 'status': 'Failed', 'switch_reference': 'FP03d722O707O15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDxaO4007uDm15VobXw22KN7', 'status': 'Failed', 'switch_reference': 'FP03wQ22I807v15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDfsndb07m0f15p8MvZ220lk', 'status': 'Failed', 'switch_reference': 'FP03ig229j07u15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDpcdW707cBE1560FOv22Y14', 'status': 'Failed', 'switch_reference': 'FP03h322A407t15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDkxNI907GeN15YD4Ky22JU6', 'status': 'Failed', 'switch_reference': 'FP03Ma22Tm07S15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD84Ldm07v8915788qp22ccc', 'status': 'Failed', 'switch_reference': 'FP03BK22O507E15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDkj3Rd07SIv15RrulO22FNs', 'status': 'Failed', 'switch_reference': 'FP03pZ22iC07T15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDZvU3g07TkX155Fiv022WTJ', 'status': 'Failed', 'switch_reference': 'FP03C6222E07K15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDYGQnC076Jm155Qupt22TVb', 'status': 'Failed', 'switch_reference': 'FP035l22nf07m15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDm3zNg07xVT156sqSE22NW9', 'status': 'Failed', 'switch_reference': 'FP03yr22T307g15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDX1pln07AvC15gvVCT22Jy1', 'status': 'Failed', 'switch_reference': 'FP03vT22UY07x15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDkSXtJ07N7f15drvU322TnI', 'status': 'Failed', 'switch_reference': 'FP03i422Xd07k15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDj5XOY07goo15tiunA2294M', 'status': 'Failed', 'switch_reference': 'FP037f22xr07x15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDAXdP0073V015AXrpb22wrc', 'status': 'Failed', 'switch_reference': 'FP03NL22by07h15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDbQEsY07tmz15O2ZEj22tt2', 'status': 'Failed', 'switch_reference': 'FP03vv222j07S15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDfn0KK074eA15n0sja22jtI', 'status': 'Failed', 'switch_reference': 'FP03Bc22sQ07y15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD7Y0VR07zh115iLohk22SOt', 'status': 'Failed', 'switch_reference': 'FP03Zk22JK07s15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD8qecD07GLz156FMXU22Fkn', 'status': 'Failed', 'switch_reference': 'FP03YT22oK07x15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDswh5v07yWs15mwTfF22RvY', 'status': 'Failed', 'switch_reference': 'FP03Jv228f07115', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDOGBmE07SNG156x1s922jB5', 'status': 'Failed', 'switch_reference': 'FP03m5226V07N15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDAcxPh07R8y15oC4y922ovS', 'status': 'Failed', 'switch_reference': 'FP03WX22iR07R15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDBFzGK07bGR15RY9fd22n8X', 'status': 'Failed', 'switch_reference': 'FP03iT22ji07H15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDM1ndo07EVG15KrPun22DzG', 'status': 'Failed', 'switch_reference': 'FP032022W507V15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDiE9he07N3E15t5wPt22zVr', 'status': 'Failed', 'switch_reference': 'FP03jY22bY07N15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDJhshO07C6f15dPUuh22t8F', 'status': 'Failed', 'switch_reference': 'FP03EJ22NQ07T15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDpvlvS07tFq15Kfre1225dD', 'status': 'Failed', 'switch_reference': 'FP03v2220L07915', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDXatC4077er15BIpqu226Dy', 'status': 'Failed', 'switch_reference': 'FP03XU229U07l15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD7snkc07wpv15pMcoR22GTv', 'status': 'Failed', 'switch_reference': 'FP030u22ty07S15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD5bAG9071Zz15mtA6o22Xqi', 'status': 'Failed', 'switch_reference': 'FP03nh22oC07X15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDBwSkM07cTR15Z4wZr22NID', 'status': 'Failed', 'switch_reference': 'FP032P22cB07r15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD9r56V07nZJ15xCh3j22Kj9', 'status': 'Failed', 'switch_reference': 'FP03Pz22DZ07a15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDbkPey07Laq157HbXn22guD', 'status': 'Failed', 'switch_reference': 'FP03JJ22QR07x15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDNdRGH07TPd15EkR0F22WRh', 'status': 'Failed', 'switch_reference': 'FP03n9225107u15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDIaHs907Ayj15smGGq22iyo', 'status': 'Failed', 'switch_reference': 'FP03uf22GY07z15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDdQwTv07zoi15nRZhs22zCh', 'status': 'Failed', 'switch_reference': 'FP03wG222K07N15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDMYZRh07hem15YWYYx22yIF', 'status': 'Failed', 'switch_reference': 'FP03xz22uw07g15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDAdcIb073a8159cCDa2250n', 'status': 'Failed', 'switch_reference': 'FP033X22Na07O15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD0LOcg07nSa15JNQLN22vPv', 'status': 'Failed', 'switch_reference': 'FP03Ti228e07R15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDRglWf07yZJ15rLseq22nR6', 'status': 'Failed', 'switch_reference': 'FP03yk22C007T15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDpQ9h807v4G15PbwwH22tVJ', 'status': 'Failed', 'switch_reference': 'FP03o9226O07s15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDagA090769h15Tz5PA22p0v', 'status': 'Failed', 'switch_reference': 'FP03bN22fg07Z15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDvIPhj07i7s15faOaO22RuI', 'status': 'Failed', 'switch_reference': 'FP03vn22Yt07T15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD12pH307J0r158Snyk220Ir', 'status': 'Failed', 'switch_reference': 'FP03Ck22kO07B15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDijOgB07GVv152VMQe22txX', 'status': 'Failed', 'switch_reference': 'FP032q220307515', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDKW6h607vpE158zaZi22ID9', 'status': 'Failed', 'switch_reference': 'FP03zm22WO07M15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD0rdc5076Rr15K3Hj9221k5', 'status': 'Failed', 'switch_reference': 'FP03CV22Wr07i15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDj8GqT07fHO153g0jS22E24', 'status': 'Failed', 'switch_reference': 'FP03xx22PZ07O15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDXrMMT07BYE15ZhEdD22OOU', 'status': 'Failed', 'switch_reference': 'FP03e522jn07315', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDrFsxb07j5o15yDHMv222nC', 'status': 'Failed', 'switch_reference': 'FP03kS226J07415', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD8dIJL07sYx15fwYlH22vwV', 'status': 'Failed', 'switch_reference': 'FP03D422Hn07x15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDi5wiZ07wRE15qK7zI22JjM', 'status': 'Failed', 'switch_reference': 'FP03DI22m807615', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDhCYTh07EfX15e5SJf22bEz', 'status': 'Failed', 'switch_reference': 'FP036Y22PO07L15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD03VU207cJ215lCmnW22s4O', 'status': 'Failed', 'switch_reference': 'FP03Pw225p07L15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD8m4GO07qAR15qJQkO22eXI', 'status': 'Failed', 'switch_reference': 'FP038R22N207R15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PD1iWNP07Rfe15lBPOL22LPp', 'status': 'Failed', 'switch_reference': 'FP03ex22oQ07U15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDGa8Ik07Vee15SxCvS22d20', 'status': 'Failed', 'switch_reference': 'FP036a22nn07v15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDUYglf078Ay15iZvIs22GR2', 'status': 'Failed', 'switch_reference': 'FP03p922m207M15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
{'action': 'debit', 'paydrc_reference': 'PDKGUWR075DK152mEZG22jMJ', 'status': 'Failed', 'switch_reference': 'FP03x622cT07J15', 'telco_reference': 'null', 'telco_status_description': 'Transaction id is invalid'}
